email_id,class_label,secondary_label,is_multi_intent,is_ambiguous,is_spam,language,tone,sender_profile,email_length,noise_level,channel,temperature,top_p,top_k,seed,model_assigned
bb98de6d-253,averia_contador,,False,True,True,es,cortés,abogado,medio,limpio,reenvio_tercero,0.96,0.39,64,8815,deepseek/deepseek-r1-0528-qwen3-8b
4b727e32-d63,factura_error,,False,False,False,es,técnico,abogado,corto,moderado,respuesta_cadena,0.81,0.74,52,98271,google/gemma-4-e4b
92be61c8-f1c,cambio_titular,,False,False,False,es,desesperado,abogado,medio,limpio,webform,0.71,0.7,75,4465,deepseek/deepseek-r1-0528-qwen3-8b
72efcbef-5c7,consulta_autoconsumo,vehiculo_electrico,True,False,False,es,formal,abogado,medio,limpio,app_movil,0.79,0.48,58,91078,google/gemma-4-e4b
65623f00-421,cambio_titular,,False,False,False,en,desesperado,autónomo,corto,leve,respuesta_cadena,0.97,0.72,42,4145,deepseek/deepseek-r1-0528-qwen3-8b
1152d650-8d7,averia_contador,,False,False,False,es,confuso,cliente_empresarial,corto,limpio,app_movil,0.85,0.66,55,56422,google/gemma-4-e4b
378206bc-c52,baja_contrato,,False,False,False,en,agresivo,cliente_residencial,largo,limpio,email_directo,0.66,0.76,67,81697,deepseek/deepseek-r1-0528-qwen3-8b
762b2d88-520,emergencia_gas,,False,False,False,es,técnico,jubilado,muy_corto,moderado,webform,0.9,0.54,50,80447,google/gemma-4-e4b
0818e4e0-190,vehiculo_electrico,,False,False,False,es,agresivo,autónomo,muy_corto,limpio,reenvio_tercero,0.72,0.64,73,13218,deepseek/deepseek-r1-0528-qwen3-8b
9fc9b7d6-adc,fuga_gas,,False,True,False,es,cortés,jubilado,medio,limpio,app_movil,0.69,0.47,72,64162,google/gemma-4-e4b
f2297893-a7f,fuga_gas,,False,False,False,en,agresivo,particular_enfadado,medio,leve,webform,0.77,0.48,79,88677,deepseek/deepseek-r1-0528-qwen3-8b
ed0dcc1e-ef5,consulta_lectura_contador,,False,False,False,es,informal,abogado,muy_corto,limpio,respuesta_cadena,0.96,0.39,56,70770,google/gemma-4-e4b
ba3a7b74-217,alta_consumo_anomalo,,False,False,False,es,desesperado,abogado,largo,limpio,app_movil,0.67,0.58,51,29369,deepseek/deepseek-r1-0528-qwen3-8b
d216b76c-f9b,averia_contador,,False,False,False,es,confuso,autónomo,muy_corto,limpio,reenvio_tercero,0.73,0.3,47,49932,google/gemma-4-e4b
36afe6a1-3c8,factura_error,,False,False,False,es,formal,particular_enfadado,corto,alto,reenvio_tercero,0.73,0.74,63,99260,deepseek/deepseek-r1-0528-qwen3-8b
7f0c96cd-80c,solicitud_nuevo_contrato,averia_contador,True,False,False,es,formal,cliente_residencial,medio,limpio,webform,0.98,0.46,57,7700,google/gemma-4-e4b
3ca1ac94-c2b,otro_irrelevante,,False,False,True,es,formal,autónomo,corto,leve,reenvio_tercero,0.75,0.6,39,43769,deepseek/deepseek-r1-0528-qwen3-8b
133923a5-26a,solicitud_nuevo_contrato,,False,False,False,es,informal,cliente_residencial,corto,leve,reenvio_tercero,0.88,0.77,75,30685,google/gemma-4-e4b
f4749559-a4d,contrato_empresarial,,False,True,False,es,confuso,particular_enfadado,medio,leve,respuesta_cadena,0.7,0.5,57,15098,deepseek/deepseek-r1-0528-qwen3-8b
48b5f7b7-970,corte_suministro,,False,False,False,es,cortés,abogado,corto,leve,reenvio_tercero,0.97,0.33,51,44010,google/gemma-4-e4b
a940ff0a-ce6,reclamacion_factura,,False,False,False,es,urgente,jubilado,corto,limpio,respuesta_cadena,0.75,0.48,52,22758,deepseek/deepseek-r1-0528-qwen3-8b
c14dfb73-773,solicitud_nuevo_contrato,oferta_comercial,True,False,True,en,agresivo,particular_enfadado,medio,limpio,webform,0.83,0.77,45,60175,google/gemma-4-e4b
e0d8e226-311,alta_consumo_anomalo,,False,False,True,es,técnico,autónomo,muy_largo,limpio,email_directo,0.78,0.76,36,21368,deepseek/deepseek-r1-0528-qwen3-8b
a2a6878f-624,baja_contrato,,False,False,False,en,confuso,abogado,medio,leve,email_directo,0.91,0.63,33,34747,google/gemma-4-e4b
cdd4e856-157,fuga_gas,,False,False,False,es,técnico,cliente_residencial,muy_largo,limpio,email_directo,0.75,0.63,75,16265,deepseek/deepseek-r1-0528-qwen3-8b
4b9e558d-07d,consulta_autoconsumo,,False,False,False,es,técnico,abogado,muy_largo,limpio,app_movil,0.65,0.53,67,47301,google/gemma-4-e4b
24e50411-8e8,bono_social,consulta_juridica,True,False,False,es,formal,particular_enfadado,corto,moderado,app_movil,0.86,0.54,75,79598,deepseek/deepseek-r1-0528-qwen3-8b
b6a715af-36f,reclamacion_calidad,,False,False,False,en,formal,autónomo,medio,leve,reenvio_tercero,1.04,0.57,65,67445,google/gemma-4-e4b
ab622a65-5a8,reclamacion_factura,,False,False,False,es,urgente,jubilado,medio,limpio,email_directo,0.98,0.49,77,14294,deepseek/deepseek-r1-0528-qwen3-8b
75a7ea37-9c1,solicitud_certificado,corte_suministro,True,False,False,es,informal,particular_enfadado,largo,alto,reenvio_tercero,1.05,0.69,75,51489,google/gemma-4-e4b
c66d4eac-5c5,factura_error,,False,True,False,es,urgente,abogado,medio,moderado,app_movil,0.83,0.74,39,48506,deepseek/deepseek-r1-0528-qwen3-8b
12efe548-518,averia_contador,,False,False,False,es,informal,jubilado,corto,limpio,reenvio_tercero,0.88,0.71,55,33982,google/gemma-4-e4b
1433739f-dae,cambio_titular,,False,False,False,en,técnico,abogado,muy_largo,moderado,app_movil,0.97,0.44,30,82070,deepseek/deepseek-r1-0528-qwen3-8b
7726476b-70c,consulta_tarifas_pvpc,,False,False,False,es,técnico,autónomo,medio,alto,email_directo,0.78,0.4,30,62186,google/gemma-4-e4b
4f6d7773-3b9,instalacion_solar,,False,False,False,es,desesperado,particular_enfadado,medio,moderado,email_directo,0.7,0.77,67,60319,deepseek/deepseek-r1-0528-qwen3-8b
95106dee-516,consulta_tarifas_pvpc,,False,True,False,en,desesperado,jubilado,muy_corto,limpio,email_directo,0.72,0.38,53,35360,google/gemma-4-e4b
26cee00f-251,reclamacion_calidad,,False,False,False,en,informal,jubilado,muy_corto,leve,webform,1.04,0.48,43,75071,deepseek/deepseek-r1-0528-qwen3-8b
fce9087e-303,averia_contador,,False,True,False,es,desesperado,autónomo,medio,leve,app_movil,0.97,0.32,52,79866,google/gemma-4-e4b
30cd780b-2e3,consulta_lectura_contador,,False,False,False,en,desesperado,jubilado,medio,leve,app_movil,0.77,0.4,61,10926,deepseek/deepseek-r1-0528-qwen3-8b
5946dd32-db4,consulta_tarifas_pvpc,,False,False,False,es,confuso,cliente_empresarial,muy_corto,leve,webform,0.96,0.51,70,71367,google/gemma-4-e4b
5bbab7e3-125,consulta_autoconsumo,factura_duplicada,True,False,False,es,agresivo,jubilado,largo,limpio,email_directo,0.93,0.33,56,82819,deepseek/deepseek-r1-0528-qwen3-8b
3d407653-753,averia_contador,,False,False,False,es,informal,autónomo,corto,moderado,reenvio_tercero,0.84,0.58,54,42127,google/gemma-4-e4b
3b77093d-10b,averia_contador,baja_contrato,True,False,False,en,cortés,cliente_residencial,medio,limpio,respuesta_cadena,0.66,0.51,58,59782,deepseek/deepseek-r1-0528-qwen3-8b
60e2d136-6af,baja_contrato,,False,False,False,es,cortés,abogado,largo,limpio,respuesta_cadena,0.94,0.51,37,92598,google/gemma-4-e4b
39618119-685,incidencia_apagón,,False,False,True,en,informal,particular_enfadado,corto,leve,respuesta_cadena,0.77,0.67,54,450,deepseek/deepseek-r1-0528-qwen3-8b
1391667f-767,reclamacion_factura,,False,False,False,es,cortés,cliente_empresarial,corto,alto,app_movil,0.76,0.49,45,63322,google/gemma-4-e4b
3e46d67b-05c,alta_consumo_anomalo,,False,False,False,es,urgente,abogado,muy_corto,alto,respuesta_cadena,0.86,0.33,30,82301,deepseek/deepseek-r1-0528-qwen3-8b
97c6c067-0f0,incidencia_apagón,,False,False,False,es,desesperado,particular_enfadado,medio,limpio,reenvio_tercero,0.76,0.63,64,25591,google/gemma-4-e4b
fd6fbfe7-0fd,fuga_gas,,False,False,False,es,confuso,particular_enfadado,largo,leve,respuesta_cadena,0.94,0.63,43,65691,deepseek/deepseek-r1-0528-qwen3-8b
6fc34622-8e5,oferta_comercial,,False,False,True,es,cortés,abogado,largo,leve,webform,0.77,0.55,62,56029,google/gemma-4-e4b
6571cbd2-868,instalacion_solar,,False,False,False,es,confuso,abogado,muy_largo,alto,webform,0.97,0.3,76,1577,deepseek/deepseek-r1-0528-qwen3-8b
784f6c43-a69,fuga_gas,,False,False,False,es,confuso,abogado,largo,leve,respuesta_cadena,0.82,0.76,30,5417,google/gemma-4-e4b
ce00900a-e4f,reclamacion_factura,,False,True,False,es,técnico,cliente_empresarial,corto,limpio,reenvio_tercero,0.86,0.45,51,78653,deepseek/deepseek-r1-0528-qwen3-8b
b9a48ca2-441,consulta_eficiencia,,False,False,False,en,técnico,particular_enfadado,medio,alto,webform,0.66,0.45,44,44478,google/gemma-4-e4b
03e5aa86-ab4,cambio_titular,,False,False,False,es,informal,autónomo,muy_corto,limpio,app_movil,0.66,0.39,45,98740,deepseek/deepseek-r1-0528-qwen3-8b
42839363-278,corte_suministro,,False,True,False,es,urgente,particular_enfadado,largo,limpio,app_movil,0.73,0.61,78,83187,google/gemma-4-e4b
3e6b5d92-c20,consulta_juridica,,False,False,False,en,informal,jubilado,medio,moderado,email_directo,0.79,0.59,31,64978,deepseek/deepseek-r1-0528-qwen3-8b
1b78cb74-1f0,programa_fidelizacion,solicitud_certificado,True,False,False,es,formal,cliente_empresarial,largo,limpio,respuesta_cadena,0.72,0.73,58,40992,google/gemma-4-e4b
d3d4b065-944,fraude_energetico,incidencia_apagón,True,False,False,es,formal,jubilado,corto,leve,email_directo,0.85,0.6,48,84667,deepseek/deepseek-r1-0528-qwen3-8b
f192c26a-ce0,reclamacion_factura,otro_irrelevante,True,False,False,es,desesperado,cliente_empresarial,muy_corto,limpio,app_movil,0.89,0.43,34,21042,google/gemma-4-e4b
6e95a410-304,programa_fidelizacion,,False,False,False,es,cortés,cliente_residencial,largo,limpio,webform,0.97,0.68,41,86006,deepseek/deepseek-r1-0528-qwen3-8b
3345b0e7-ae5,corte_suministro,,False,False,False,es,agresivo,autónomo,muy_corto,leve,app_movil,0.86,0.44,38,44599,google/gemma-4-e4b
229607f1-559,solicitud_nuevo_contrato,,False,True,False,en,urgente,autónomo,medio,moderado,reenvio_tercero,0.8,0.73,56,99545,deepseek/deepseek-r1-0528-qwen3-8b
217de500-b19,corte_suministro,phishing_energia,True,False,False,es,urgente,autónomo,largo,moderado,email_directo,1.02,0.35,40,63377,google/gemma-4-e4b
cb278109-d6f,corte_suministro,,False,False,False,es,desesperado,autónomo,medio,leve,webform,0.82,0.5,64,25386,deepseek/deepseek-r1-0528-qwen3-8b
97026132-3c6,factura_error,,False,False,False,es,formal,cliente_empresarial,corto,limpio,webform,0.76,0.77,38,55767,google/gemma-4-e4b
b0007db1-f75,incidencia_apagón,,False,False,False,es,formal,particular_enfadado,muy_largo,moderado,email_directo,0.68,0.66,33,47826,deepseek/deepseek-r1-0528-qwen3-8b
26496d47-613,solicitud_cambio_tarifa,,False,False,False,es,urgente,particular_enfadado,medio,moderado,webform,0.72,0.47,66,34883,google/gemma-4-e4b
f79ec19e-120,consulta_lectura_contador,,False,False,False,es,cortés,abogado,medio,limpio,reenvio_tercero,0.93,0.66,65,39952,deepseek/deepseek-r1-0528-qwen3-8b
4e6c6224-6fb,reclamacion_calidad,,False,False,False,es,confuso,cliente_residencial,corto,moderado,webform,0.73,0.31,41,59748,google/gemma-4-e4b
c3952535-e26,alta_consumo_anomalo,,False,False,False,es,confuso,particular_enfadado,largo,moderado,webform,0.8,0.31,31,69995,deepseek/deepseek-r1-0528-qwen3-8b
e2a5c186-47b,programa_fidelizacion,averia_contador,True,False,False,es,cortés,jubilado,largo,moderado,reenvio_tercero,0.66,0.49,50,18332,google/gemma-4-e4b
51ac1b50-e21,reclamacion_factura,,False,False,False,es,cortés,particular_enfadado,muy_corto,alto,email_directo,0.8,0.76,64,63447,deepseek/deepseek-r1-0528-qwen3-8b
fdb66c6e-f1a,denuncia_proveedor,,False,False,False,es,agresivo,autónomo,medio,alto,reenvio_tercero,0.91,0.57,33,30738,google/gemma-4-e4b
349bf68c-42b,consulta_autoconsumo,,False,False,False,es,técnico,particular_enfadado,largo,leve,email_directo,0.74,0.35,37,45436,deepseek/deepseek-r1-0528-qwen3-8b
ad58aa4a-b0b,baja_contrato,,False,False,False,es,cortés,autónomo,largo,leve,reenvio_tercero,0.65,0.58,59,11507,google/gemma-4-e4b
21e9d474-80e,averia_contador,baja_contrato,True,False,False,es,informal,particular_enfadado,medio,limpio,webform,0.98,0.73,47,92980,deepseek/deepseek-r1-0528-qwen3-8b
f0da76b5-3a8,reclamacion_calidad,,False,True,False,es,técnico,cliente_empresarial,largo,leve,reenvio_tercero,0.94,0.58,74,88637,google/gemma-4-e4b
ac57183d-73f,solicitud_cambio_tarifa,,False,False,True,es,informal,cliente_residencial,corto,leve,respuesta_cadena,1.05,0.44,36,90272,deepseek/deepseek-r1-0528-qwen3-8b
736fbc4f-d03,consulta_lectura_contador,,False,True,False,en,técnico,cliente_residencial,muy_corto,moderado,respuesta_cadena,0.7,0.77,67,44065,google/gemma-4-e4b
12c33745-87e,alta_consumo_anomalo,,False,False,False,es,confuso,jubilado,largo,leve,app_movil,0.92,0.75,57,13029,deepseek/deepseek-r1-0528-qwen3-8b
bf45fe3f-560,fuga_gas,emergencia_gas,True,False,False,es,agresivo,cliente_empresarial,largo,moderado,reenvio_tercero,0.75,0.53,43,32082,google/gemma-4-e4b
92b1bbe9-da4,reclamacion_factura,,False,False,False,es,cortés,cliente_residencial,corto,limpio,respuesta_cadena,0.85,0.7,69,45436,deepseek/deepseek-r1-0528-qwen3-8b
9b4b281f-e7b,corte_suministro,,False,False,False,es,formal,particular_enfadado,largo,leve,reenvio_tercero,0.95,0.45,41,12048,google/gemma-4-e4b
a8d5c9be-63e,corte_suministro,,False,False,False,es,desesperado,autónomo,largo,limpio,respuesta_cadena,0.72,0.41,58,686,deepseek/deepseek-r1-0528-qwen3-8b
91444094-529,averia_contador,,False,False,False,es,confuso,cliente_residencial,medio,limpio,respuesta_cadena,0.84,0.52,52,83268,google/gemma-4-e4b
2e958f17-98a,incidencia_apagón,,False,False,False,es,cortés,particular_enfadado,medio,limpio,email_directo,0.76,0.73,75,58855,deepseek/deepseek-r1-0528-qwen3-8b
314fc784-85e,solicitud_aplazamiento,,False,False,False,es,técnico,autónomo,muy_corto,limpio,webform,0.71,0.67,35,31456,google/gemma-4-e4b
2cc68715-51a,alta_consumo_anomalo,programa_fidelizacion,True,False,False,es,confuso,cliente_empresarial,muy_corto,limpio,app_movil,0.94,0.78,31,86303,deepseek/deepseek-r1-0528-qwen3-8b
f9229a8c-ce4,reclamacion_factura,,False,False,False,es,confuso,autónomo,medio,alto,webform,0.75,0.68,62,37526,google/gemma-4-e4b
4f54af4d-c7f,corte_suministro,,False,False,False,en,informal,abogado,corto,leve,app_movil,0.86,0.68,47,62514,deepseek/deepseek-r1-0528-qwen3-8b
44e5ec76-c9c,programa_fidelizacion,,False,False,False,es,urgente,abogado,medio,moderado,app_movil,0.93,0.71,79,98863,google/gemma-4-e4b
3572e3d1-9dc,cambio_domiciliacion,,False,False,False,es,agresivo,cliente_empresarial,medio,leve,email_directo,0.83,0.32,48,32010,deepseek/deepseek-r1-0528-qwen3-8b
5906d62e-9fd,vehiculo_electrico,,False,False,False,es,técnico,cliente_empresarial,muy_largo,limpio,app_movil,0.7,0.64,53,53563,google/gemma-4-e4b
170254f0-093,vehiculo_electrico,,False,False,False,en,técnico,abogado,corto,alto,respuesta_cadena,0.65,0.34,45,91804,deepseek/deepseek-r1-0528-qwen3-8b
8c819035-d58,solicitud_nuevo_contrato,,False,True,False,es,formal,cliente_residencial,muy_corto,alto,respuesta_cadena,0.8,0.54,57,5985,google/gemma-4-e4b
bcc0ad97-197,solicitud_cambio_tarifa,,False,False,False,en,cortés,cliente_empresarial,muy_largo,limpio,webform,1.05,0.53,51,85522,deepseek/deepseek-r1-0528-qwen3-8b
b160f813-ff8,reclamacion_calidad,,False,True,False,en,desesperado,cliente_residencial,corto,limpio,reenvio_tercero,1.04,0.66,32,28425,google/gemma-4-e4b
1ce70bc2-3da,corte_suministro,,False,False,False,es,formal,cliente_residencial,medio,moderado,webform,0.83,0.75,58,88183,deepseek/deepseek-r1-0528-qwen3-8b
12bfe0b6-0fb,factura_error,,False,False,False,es,técnico,abogado,corto,limpio,email_directo,0.82,0.38,53,62469,google/gemma-4-e4b
0050edae-fd4,averia_contador,,False,False,False,es,urgente,abogado,largo,moderado,app_movil,0.91,0.75,39,73972,deepseek/deepseek-r1-0528-qwen3-8b
be7e19ed-7f1,incidencia_apagón,,False,False,False,en,agresivo,cliente_empresarial,medio,leve,email_directo,0.98,0.64,52,19175,google/gemma-4-e4b
2619d766-8b6,consulta_eficiencia,cambio_domiciliacion,True,False,False,en,técnico,abogado,medio,leve,app_movil,0.88,0.59,40,8654,deepseek/deepseek-r1-0528-qwen3-8b
266bee92-da3,consulta_juridica,,False,False,False,en,urgente,jubilado,corto,limpio,webform,0.94,0.65,33,52131,google/gemma-4-e4b
59751a52-eba,solicitud_nuevo_contrato,,False,False,False,en,confuso,jubilado,corto,moderado,webform,0.66,0.41,37,58327,deepseek/deepseek-r1-0528-qwen3-8b
0ef7c3cd-f24,averia_contador,,False,False,False,es,informal,jubilado,medio,moderado,email_directo,1.0,0.33,69,23177,google/gemma-4-e4b
9c74b6f7-0fd,baja_contrato,,False,True,False,es,urgente,cliente_empresarial,corto,leve,reenvio_tercero,0.87,0.4,44,55553,deepseek/deepseek-r1-0528-qwen3-8b
9f2c4a49-c64,cambio_domiciliacion,newsletter,True,False,False,es,técnico,abogado,muy_largo,leve,webform,0.85,0.47,53,33720,google/gemma-4-e4b
86d2a131-3ed,solicitud_cambio_tarifa,,False,True,False,es,técnico,autónomo,largo,limpio,respuesta_cadena,0.74,0.51,62,93130,deepseek/deepseek-r1-0528-qwen3-8b
3cd1a6bf-168,oferta_comercial,instalacion_solar,True,False,True,es,formal,jubilado,corto,limpio,email_directo,0.7,0.36,60,40316,google/gemma-4-e4b
116434ce-a54,consulta_autoconsumo,,False,False,False,es,formal,particular_enfadado,muy_corto,leve,email_directo,0.8,0.66,55,80168,deepseek/deepseek-r1-0528-qwen3-8b
5c20e28d-cdc,cambio_domiciliacion,,False,False,False,es,informal,cliente_empresarial,corto,leve,reenvio_tercero,1.02,0.56,45,16435,google/gemma-4-e4b
476d6b33-1d1,consulta_lectura_contador,,False,False,False,es,desesperado,cliente_residencial,medio,limpio,app_movil,0.87,0.62,44,24499,deepseek/deepseek-r1-0528-qwen3-8b
4f560ee6-06b,reclamacion_factura,,False,False,False,es,confuso,autónomo,largo,limpio,email_directo,0.81,0.34,52,73986,google/gemma-4-e4b
f00ad591-90f,solicitud_aplazamiento,,False,False,True,es,cortés,cliente_residencial,muy_corto,moderado,email_directo,0.71,0.54,77,75752,deepseek/deepseek-r1-0528-qwen3-8b
aa4aa99c-e76,baja_contrato,,False,False,False,es,técnico,cliente_empresarial,muy_largo,moderado,email_directo,0.67,0.72,49,67074,google/gemma-4-e4b
cd217cf7-ec9,factura_duplicada,,False,False,False,es,urgente,particular_enfadado,medio,leve,email_directo,0.89,0.71,61,37606,deepseek/deepseek-r1-0528-qwen3-8b
e3dfeeae-446,consulta_lectura_contador,fuga_gas,True,False,False,es,confuso,autónomo,corto,moderado,reenvio_tercero,1.03,0.64,45,99138,google/gemma-4-e4b
36470115-f65,consulta_tarifas_pvpc,,False,False,False,en,técnico,autónomo,muy_corto,limpio,respuesta_cadena,0.83,0.59,43,38006,deepseek/deepseek-r1-0528-qwen3-8b
a47903ca-682,solicitud_cambio_tarifa,,False,False,False,es,agresivo,cliente_residencial,muy_largo,limpio,respuesta_cadena,0.74,0.74,61,11368,google/gemma-4-e4b
781b2a0a-b60,spam_energia,,False,False,True,en,urgente,jubilado,corto,leve,webform,0.8,0.35,32,91265,deepseek/deepseek-r1-0528-qwen3-8b
261942b8-2ff,oferta_comercial,,False,False,True,en,urgente,cliente_empresarial,muy_corto,leve,app_movil,0.85,0.32,45,54704,google/gemma-4-e4b
92202a75-cbf,emergencia_gas,,False,False,True,en,cortés,cliente_residencial,largo,limpio,respuesta_cadena,0.95,0.65,41,8013,deepseek/deepseek-r1-0528-qwen3-8b
6c92f851-beb,solicitud_certificado,,False,False,False,es,confuso,cliente_residencial,corto,leve,app_movil,0.83,0.47,36,7371,google/gemma-4-e4b
dd3c9fb3-89a,consulta_autoconsumo,factura_duplicada,True,False,False,es,cortés,jubilado,largo,limpio,respuesta_cadena,1.02,0.36,54,17004,deepseek/deepseek-r1-0528-qwen3-8b
0dd3b667-5a7,baja_contrato,emergencia_gas,True,False,False,en,cortés,abogado,largo,leve,respuesta_cadena,0.91,0.75,39,73864,google/gemma-4-e4b
a96f20af-836,reclamacion_factura,,False,False,False,es,agresivo,abogado,corto,leve,reenvio_tercero,0.7,0.31,40,41453,deepseek/deepseek-r1-0528-qwen3-8b
e6074b1a-509,factura_error,,False,False,False,es,desesperado,jubilado,corto,leve,respuesta_cadena,0.7,0.68,61,22772,google/gemma-4-e4b
6d2185af-a34,instalacion_solar,,False,True,False,en,informal,autónomo,medio,limpio,app_movil,0.87,0.49,46,44372,deepseek/deepseek-r1-0528-qwen3-8b
e2efc0b2-350,fuga_gas,,False,False,False,es,desesperado,autónomo,medio,limpio,respuesta_cadena,0.97,0.48,65,62828,google/gemma-4-e4b
9dbf2307-33b,corte_suministro,,False,False,True,en,urgente,particular_enfadado,largo,leve,email_directo,0.86,0.5,79,90861,deepseek/deepseek-r1-0528-qwen3-8b
60ed4501-5a1,solicitud_cambio_tarifa,,False,False,False,es,técnico,jubilado,muy_corto,limpio,reenvio_tercero,0.97,0.47,52,83298,google/gemma-4-e4b
a85f2ef3-ab5,programa_fidelizacion,,False,False,False,es,cortés,particular_enfadado,medio,leve,webform,0.68,0.35,76,63312,deepseek/deepseek-r1-0528-qwen3-8b
8a471b01-c8a,cambio_domiciliacion,,False,False,False,es,confuso,autónomo,medio,limpio,app_movil,0.78,0.64,44,10369,google/gemma-4-e4b
8d8b1316-c63,consulta_juridica,,False,False,False,es,técnico,cliente_residencial,medio,leve,reenvio_tercero,0.67,0.55,55,57232,deepseek/deepseek-r1-0528-qwen3-8b
a30341e5-055,solicitud_cambio_tarifa,,False,False,False,es,confuso,cliente_empresarial,muy_corto,moderado,webform,0.79,0.49,54,83638,google/gemma-4-e4b
dd5f0f94-324,bono_social,,False,False,False,es,desesperado,jubilado,muy_largo,leve,email_directo,0.88,0.56,71,71714,deepseek/deepseek-r1-0528-qwen3-8b
53367dc3-34f,alta_consumo_anomalo,spam_energia,True,False,False,es,formal,cliente_residencial,largo,moderado,email_directo,1.02,0.53,44,39421,google/gemma-4-e4b
c9a5a37a-808,corte_suministro,,False,False,False,en,formal,particular_enfadado,medio,moderado,webform,0.83,0.42,44,6616,deepseek/deepseek-r1-0528-qwen3-8b
c84b5847-ffe,solicitud_aplazamiento,,False,True,False,es,desesperado,jubilado,muy_largo,limpio,reenvio_tercero,0.8,0.37,54,98159,google/gemma-4-e4b
9fe62d9a-ca9,reclamacion_factura,baja_contrato,True,False,False,en,desesperado,jubilado,corto,limpio,webform,0.92,0.68,67,52781,deepseek/deepseek-r1-0528-qwen3-8b
9739165b-74c,cambio_domiciliacion,,False,False,False,es,formal,abogado,largo,leve,webform,0.94,0.64,75,19695,google/gemma-4-e4b
4d645a19-a19,averia_contador,reclamacion_calidad,True,False,False,es,formal,abogado,medio,leve,respuesta_cadena,0.72,0.39,74,68550,deepseek/deepseek-r1-0528-qwen3-8b
0d3381cd-5ad,solicitud_cambio_tarifa,,False,False,False,es,agresivo,cliente_empresarial,muy_corto,leve,email_directo,0.93,0.36,31,64874,google/gemma-4-e4b
1f52c184-6eb,instalacion_solar,,False,False,False,en,agresivo,autónomo,corto,alto,respuesta_cadena,0.87,0.56,71,85303,deepseek/deepseek-r1-0528-qwen3-8b
0ccab019-7eb,corte_suministro,,False,False,False,es,urgente,jubilado,medio,moderado,app_movil,0.85,0.61,43,15911,google/gemma-4-e4b
2f8b45ce-c79,averia_contador,,False,False,False,es,agresivo,cliente_empresarial,muy_largo,limpio,email_directo,1.04,0.58,61,1647,deepseek/deepseek-r1-0528-qwen3-8b
29db9313-46f,alta_consumo_anomalo,respuesta_automatica,True,False,False,es,técnico,cliente_empresarial,corto,moderado,reenvio_tercero,0.96,0.43,67,75808,google/gemma-4-e4b
108ecf2d-075,averia_contador,,False,False,False,es,cortés,jubilado,largo,limpio,app_movil,0.98,0.65,71,26468,deepseek/deepseek-r1-0528-qwen3-8b
17d0e3af-e14,incidencia_apagón,,False,False,False,es,formal,cliente_residencial,medio,limpio,reenvio_tercero,0.98,0.4,42,56217,google/gemma-4-e4b
ba9f25a1-5c0,corte_suministro,,False,False,True,en,formal,jubilado,muy_corto,limpio,email_directo,0.91,0.55,30,21344,deepseek/deepseek-r1-0528-qwen3-8b
e808856c-1d7,fraude_energetico,consulta_tarifas_pvpc,True,False,False,en,informal,jubilado,medio,moderado,app_movil,0.66,0.39,74,32717,google/gemma-4-e4b
4b89f003-7e5,fraude_energetico,,False,True,False,es,confuso,cliente_residencial,muy_corto,leve,respuesta_cadena,0.8,0.47,49,86255,deepseek/deepseek-r1-0528-qwen3-8b
dae5c727-8b6,instalacion_solar,,False,False,False,es,desesperado,abogado,medio,leve,webform,0.96,0.54,67,3120,google/gemma-4-e4b
c1ffc4fb-765,consulta_autoconsumo,,False,False,False,en,técnico,autónomo,largo,leve,email_directo,0.72,0.57,68,39408,deepseek/deepseek-r1-0528-qwen3-8b
8c13ff33-b8b,fuga_gas,,False,False,False,es,urgente,cliente_residencial,medio,alto,respuesta_cadena,1.03,0.35,62,34247,google/gemma-4-e4b
aed10ad2-0e4,bono_social,,False,False,False,es,desesperado,cliente_empresarial,largo,leve,email_directo,0.65,0.47,50,94819,deepseek/deepseek-r1-0528-qwen3-8b
a67d3e56-1b2,alta_consumo_anomalo,,False,False,False,es,formal,autónomo,corto,limpio,webform,0.87,0.56,35,84718,google/gemma-4-e4b
74994a8b-7f2,consulta_lectura_contador,,False,False,False,es,informal,particular_enfadado,medio,limpio,app_movil,0.68,0.68,39,76195,deepseek/deepseek-r1-0528-qwen3-8b
a44da567-ee7,factura_error,,False,False,False,es,agresivo,abogado,muy_largo,limpio,email_directo,0.95,0.42,61,38931,google/gemma-4-e4b
e3dcc144-47b,reclamacion_factura,,False,False,False,es,formal,autónomo,corto,limpio,reenvio_tercero,0.9,0.68,68,86240,deepseek/deepseek-r1-0528-qwen3-8b
4250d94d-7db,consulta_autoconsumo,,False,True,False,es,técnico,jubilado,largo,alto,app_movil,0.81,0.76,54,22265,google/gemma-4-e4b
7f40ac62-ce1,alta_consumo_anomalo,,False,False,False,es,desesperado,autónomo,medio,limpio,reenvio_tercero,0.69,0.61,60,83767,deepseek/deepseek-r1-0528-qwen3-8b
a34d768f-a7c,corte_suministro,,False,False,False,en,urgente,particular_enfadado,medio,moderado,reenvio_tercero,0.83,0.65,52,60687,google/gemma-4-e4b
beb6fe55-8d5,factura_error,,False,False,False,es,informal,autónomo,corto,leve,respuesta_cadena,0.79,0.68,56,15792,deepseek/deepseek-r1-0528-qwen3-8b
c3d75497-8d7,factura_error,,False,False,False,es,formal,cliente_residencial,medio,limpio,webform,0.73,0.72,76,17616,google/gemma-4-e4b
